"id","name","side","avg_bat_speed","swing_tilt","attack_angle","attack_direction","ideal_attack_angle_rate","avg_intercept_y_vs_plate","avg_intercept_y_vs_batter","avg_batter_y_position","avg_batter_x_position","competitive_swings"
701398,"Stewart, Sal","R","72.480424154",32.81561303659056,12.034824491120364,5.157309833225041,0.5507442489851149,7.746950081488844,28.70899053747986,20.96204045599102,29.563003861097016,739
657041,"Thomas, Lane","R","72.474322548",27.012851274488263,8.822820839607969,-3.2828581121530895,0.60813704496788,4.033801008421418,28.17967065598979,24.14586964756838,29.058980700477484,467
677942,"Alexander, Blaze","R","72.448403326",36.817781797322,8.474835796430705,5.296267949816434,0.4977973568281937,-6.372158590746011,23.775915492514315,30.148074083260337,29.737762113179468,454
802139,"Wetherholt, JJ","L","72.33680215",32.13634447855683,11.618363042736231,5.103546507263649,0.6391752577319588,-4.301036156622417,28.967705568925194,33.26874172554763,27.649513856158578,679
642715,"Adames, Willy","R","72.335498598",33.79344201042313,15.409443477702625,-3.980147004552433,0.575070821529745,0.41989283214890843,30.548929884129976,30.129037051981058,29.062825481330893,706
606192,"Hernández, Teoscar","R","72.278704039",33.688823279852976,10.985182207592977,0.9935877175749691,0.5371179039301309,-1.731520793337176,29.95393196755506,31.685452760892243,30.345349770451055,458
671218,"Ramos, Heliot","R","72.205526353",33.54355676890746,7.815455739250679,5.105015824288652,0.4980392156862747,-1.9874334573291137,26.18973249658643,28.177165953915544,29.21737063903854,510
665161,"Peña, Jeremy","R","72.203996951",30.339251861794363,11.68242957020233,-7.992221289554274,0.6188340807174889,3.342636990038382,31.673374983458295,28.33073799341991,27.431009613001898,446
678662,"Tovar, Ezequiel","R","72.174819841",35.21279958544168,10.829401340930486,-2.5619840196621513,0.48191027496382044,1.8105651675924588,30.408681549377302,28.598116381784838,24.37529005195961,691
665742,"Soto, Juan","L","72.131657401",28.301842889083442,12.60295274996357,0.6481653044607606,0.6465696465696463,1.7285918115406194,25.383022454997278,23.65443064345666,28.6556217084469,481
664023,"Happ, Ian","R","72.066927923",33.493104084004365,11.30802175601428,-5.314037814022553,0.46354883081155435,3.6686200106530507,34.12967091138855,30.461050900735504,26.011257710259823,727
664034,"France, Ty","R","72.059407174",34.57579071669879,10.691537828516088,5.770185006516383,0.4881422924901186,-2.2368465868987233,26.99326984923674,29.230116436135468,26.823620612077697,506
686681,"Massey, Michael","L","72.001659414",33.47665559828641,15.712325550710878,-1.8398059645757416,0.5835140997830803,6.7115228068039965,30.35672828995089,23.645205483146892,30.08931960151218,461
592626,"Pederson, Joc","L","71.96469714",28.158933247615078,9.38876064514957,-2.312019480332936,0.5581854043392506,-1.4332469496261377,28.884303598870673,30.31755054849681,23.445087756344275,507
665019,"Clemens, Kody","L","71.957120344",28.519484939071358,11.674697078043478,-2.59848611328735,0.6375,0.7458052813848782,33.52347016042539,32.77766487904049,26.09628615956812,640
646240,"Devers, Rafael","L","71.924388689",30.686729975920066,9.243207350020953,5.282436260293096,0.5706940874035991,3.8590806121427947,28.893125780127498,25.034045167984708,25.555449871786,778
656555,"Hoskins, Rhys","R","71.923563573",33.55938295070104,16.78329945545024,-6.204768634181167,0.555056179775281,2.1635891544681365,33.00124488021756,30.837655725749432,28.409789809238923,445
605137,"Bell, Josh","R","71.921648124",33.66910332861308,9.33363048213161,-1.9488429487206569,0.5492577597840756,-2.56972539313256,26.754158972402188,29.32388436553475,28.023244948574472,741
672640,"Lopez, Otto","R","71.913929044",29.37348868311845,5.576178163418917,-3.271053861260447,0.47962382445141066,4.927488843896718,32.59422517782005,27.66673633392333,27.748211655223063,638
693307,"Dingler, Dillon","R","71.910429096",40.44907041787359,13.454727504457049,-3.4654580677823152,0.552833078101072,2.2811731187295083,30.296382275019045,28.015209156289533,27.857830510007123,653
690993,"Keith, Colt","L","71.847204414",31.570927094920997,10.289909055580116,-2.358105837755467,0.4864864864864864,6.37184294030801,30.274227283142807,23.9023843428348,28.126249722791563,444
663616,"Larnach, Trevor","L","71.82198501",33.063107960519844,8.309665823911637,-14.687464324031776,0.46331236897274636,8.705707038823025,38.21524153552977,29.50953449670675,25.324664490647304,477
681481,"Carpenter, Kerry","L","71.787548326",35.36790436990461,17.925010095870785,-1.2148756639573952,0.4845814977973569,-4.309275958504571,27.61585906537375,31.92513502387832,30.46292441416739,454
666969,"García, Adolis","R","71.704877722",29.081502584367694,9.678923722645964,-1.8430821153707604,0.5831435079726651,2.521707468877867,32.46161770393565,29.939910235057795,26.847697798763104,439
680574,"McLain, Matt","R","71.703554838",30.704739161478805,11.00937723992194,-0.056241571326350936,0.5701943844492441,7.397596456908816,31.162986136093128,23.765389679184317,26.839498405572595,463
702284,"Young, Cole","L","71.701763157",28.156424222270303,6.062283172047536,-2.2754715945061976,0.4857142857142857,0.03967667185673801,29.977965326853084,29.93828865499635,21.790771027325064,700
607208,"Turner, Trea","R","71.694595814",25.675044212299024,8.844076369398897,-4.7028379239607085,0.6412213740458013,3.423352191600501,30.19512137500197,26.771769183401478,30.79308219172019,786
521692,"Perez, Salvador","R","71.651015245",34.447980398821265,11.306028246990072,-4.104222814100071,0.5811855670103092,0.5904700431300114,29.92819823550795,29.337728192377934,27.376260996858093,776
553993,"Suárez, Eugenio","R","71.628309764",38.99376978924837,18.146714106212126,-4.969348161769306,0.47244094488188976,15.799183158345912,34.345702753330315,18.5465195949844,24.074621876943965,508
571970,"Muncy, Max","L","71.552164018",33.67692132177063,16.35377516584278,-6.531769235046517,0.5214285714285716,9.778543583295985,38.39379234628318,28.615248762987193,28.961162869313295,560
672515,"Moreno, Gabriel","R","71.525593501",34.05812667098539,8.577831599794363,2.752165526105902,0.4274661508704061,5.755982399089719,35.035705561212716,29.279723162122995,25.854413349881323,517
621020,"Swanson, Dansby","R","71.519291106",34.63925465585953,15.599252557517199,-4.255147738820782,0.5529595015576325,2.054988045665216,33.85889196474269,31.80390391907745,27.264096133306982,642
669016,"Marsh, Brandon","L","71.468548773",37.28300589208891,9.942879655058334,-1.5789277889008944,0.4256854256854257,0.5795932006748055,28.2854067940836,27.70581359340879,31.422605126080537,693
800050,"DeLauter, Chase","L","71.435680425",28.7389160271422,4.0406815386551775,1.418564446229673,0.4454713493530498,2.8088134852395825,28.946222994294796,26.137409509055217,29.06223466054552,541
571448,"Arenado, Nolan","R","71.402314817",33.17875261326838,13.019485618984032,-11.215968453885573,0.5716666666666668,3.9835763344488466,35.70717051790654,31.723594183457703,30.303821540833,600
641487,"Crawford, J.P.","L","71.365373757",33.70116720821711,6.868431117034032,-0.6150877669699875,0.4579256360078278,3.9610557405611466,37.64156105545284,33.680505314891725,27.583150662247487,511
663656,"Tucker, Kyle","L","71.313914544",36.08231456793395,10.211840010568846,-6.662723097984742,0.4444444444444445,-1.415511686016928,28.35880975503189,29.774321441048816,27.37145346337335,702
502671,"Goldschmidt, Paul","R","71.271737383",32.58125147861998,11.791351248778629,2.9467607480508633,0.5111561866125758,-0.14139165172253967,20.032173452044837,20.17356510376738,34.75722771584704,493
573262,"Yastrzemski, Mike","L","71.266748545",31.00840205652766,10.849301669873032,-3.5838206462408344,0.6220657276995305,1.3190927201771863,32.8676757218314,31.548583001654215,23.8079958937745,426
805808,"McGonigle, Kevin","L","71.261735",36.70714087451246,15.731367595888017,0.05439515007613177,0.5014409221902018,6.634034463444688,35.601082708967766,28.967048245523078,28.193571170977034,694
668715,"Steer, Spencer","R","71.18110841",28.880185493897105,13.351058273050482,-0.33917954554452506,0.5901639344262295,1.9508966308405162,30.098587647268808,28.147691016428286,25.80155088632319,610
682177,"Schneemann, Daniel","L","71.169349487",33.080475232733946,14.497093746598985,-0.7559200732093195,0.5585215605749486,3.2974981917100115,35.27074557887534,31.973247387165323,24.262574682541562,487
609280,"Andujar, Miguel","R","71.167532037",26.025423696308117,7.27801857259894,-3.9049957632247594,0.5856481481481483,5.2237140835700036,33.346968386562516,28.123254302992503,30.600172002696393,432
687263,"Neto, Zach","R","71.139586951",39.97380709273807,20.935842988347325,-8.007896302274009,0.3719512195121952,21.74140928877071,38.66076818019233,16.91935889142162,20.67979981692283,820
691026,"Winn, Masyn","R","71.129420576",28.27707090306588,5.202727552677315,-1.1985197907119278,0.41186440677966085,0.4324236539305577,33.818117513763035,33.38569385983248,24.122144139429317,590
701807,"Benge, Carson","L","71.11255503",33.63254545145304,5.792964381592241,3.5436723771498055,0.4191616766467066,5.201448291645239,33.50103476376039,28.29958647211515,26.10454835625559,668
682657,"Martínez, Angel","R","71.104917605",34.2924176117226,10.529819453514241,-7.188745042204916,0.49534883720930234,5.03392372420992,37.01604751644308,31.982123792233175,24.725646808123887,430
663886,"Stephenson, Tyler","R","71.091447991",37.71937765483448,12.424995852442942,0.8510524569560544,0.5388127853881277,1.7398761980137774,29.774465701436203,28.034589503422424,28.520254176677152,438
608348,"Kelly, Carson","R","71.038926674",33.02670941702944,10.278149782400483,-4.319805650270108,0.4824355971896954,-0.5696726104638477,30.068486024112325,30.63815863457617,29.4076089074946,427
664983,"McCarthy, Jake","L","71.033404537",32.75914823156846,8.901629312398644,-1.9984271965559646,0.49727767695099817,-0.5469003112619422,29.194549150664642,29.741449461926575,30.767631390694596,551
668227,"Arozarena, Randy","R","70.901242525",26.569722929625158,7.595245499275258,4.73122012711774,0.5820029027576197,6.101551233085235,28.756470743097225,22.654919510011993,24.02801612261493,689
656811,"O'Hearn, Ryan","L","70.849009005",31.86455916219391,11.841097044097328,-0.5517433847537766,0.4600326264274061,2.3159206596659665,27.28170160497081,24.96578094530484,30.76263338900671,613
545121,"Vargas, Ildemaro","R","70.840018782",22.673298928386252,5.597795237548705,-5.412444605490728,0.5231092436974791,13.18953025022054,27.770252488674327,14.580722238453784,24.876749907559603,476
663837,"Vierling, Matt","R","70.835871922",31.397653426059595,8.774323654538973,-1.4118023842563028,0.5809935205183585,-4.6676368590932045,31.866596644559664,36.534233503652864,26.56865280360043,463
695734,"Lile, Daylen","L","70.811815833",39.30664545264685,12.064626980094053,-1.1470979637117888,0.5357142857142855,-0.6832986683589519,29.797871694009174,30.48117036236813,25.02268296011213,756
693304,"Gonzales, Nick","R","70.71381478",35.90297401792743,9.56678074815451,1.0458877736401468,0.4779516358463726,-5.091526479045558,27.230308218413736,32.3218346974593,26.561684315682736,703
656775,"Mullins, Cedric","L","70.655371066",30.330165131860838,11.91948390190066,-4.639936072242264,0.6142131979695431,-3.3904247270380483,27.902593754344142,31.29301848138218,24.96574674492923,591
664761,"Bohm, Alec","R","70.648992072",29.51291186665219,5.071268200182777,4.104434803241442,0.468189233278956,0.31810332169604405,25.603100649416152,25.28499732772011,29.49890031125606,613
805300,"Marsee, Jakob","L","70.534909011",30.815628594817788,6.942332227488159,-6.25380644759957,0.4840989399293287,3.8105645548342313,34.58343600911914,30.772871454284918,27.085959126656256,566
673962,"Jung, Josh","R","70.519030306",36.628013490243504,12.412860550525044,0.13234228087411445,0.5748299319727891,10.088509190437609,31.57734103506045,21.488831844622837,25.274556414467217,588
663757,"Grisham, Trent","L","70.439314602",28.402115525376324,13.842715973282381,-0.8377111845951133,0.6086021505376344,-7.31706383419428,26.17465997266381,33.49172380685808,31.163120308165084,465
518692,"Freeman, Freddie","L","70.43917799",42.52668232937313,7.562654138207095,2.1903065415203766,0.42478941034897705,-3.6617261768169627,26.08093680728865,29.74266298410561,30.940011312540175,831
691720,"Karros, Kyle","R","70.334228566",37.80123658892066,7.67772892851573,-7.1855812620055755,0.42830882352941174,5.269895019138691,28.12003589558782,22.85014087644914,27.591756263430735,544
686469,"Pasquantino, Vinnie","L","70.313285292",28.576521815177397,10.878934484043384,-10.222558199645782,0.583941605839416,3.160458115430819,32.26039399632876,29.09993588089795,31.40998777262535,548
647304,"Naylor, Josh","L","70.223760208",29.427331273790376,8.48325772896525,-7.320559628832214,0.4552715654952077,-1.011993873126237,25.766704678066063,26.77869855119231,25.229003073353212,626
687859,"Johnston, Troy","L","70.209480374",34.40017819003567,10.321950890571792,-1.3565076843027188,0.44299065420560746,0.6385586271428865,34.088856725937255,33.45029809879438,26.17657449565072,535
686797,"Lee, Brooks","R","70.125279514",30.744779869902718,11.138009592435262,-6.436720504092733,0.5708154506437769,6.087242580421256,30.87412796475389,24.78688538433262,28.681089567875556,699
701675,"Church, Nathan","L","70.096684203",31.774428047540237,6.531455017767621,-0.520483421812076,0.4033771106941838,1.4174557118590714,30.598143141529267,29.180687429670186,28.94721718191898,533
677587,"Rocchio, Brayan","R","70.085985298",28.35426543256087,9.034361482590441,-6.382382232277654,0.5089285714285715,6.2722444785320155,32.79049604994651,26.518251571414503,23.187323347902765,672
